Category,Category_Definition,Topic,Topic_Definition,Sub_Topic,Sub_Topic_Definition,Polarity,Survey_Channel,Est_Count,Est_Pct,Actionable_Owner
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Wireless / Mobile Service Quality,Customer feedback about wireless phone service signal reliability dropped calls or mobile service performance.,Dropped Calls / Call Quality Issues,"Customer experiences dropped calls poor call audio or call quality problems. Include: 'calls keep dropping' 'dropped call' 'can't hear them' 'breaking up' 'static on the line' 'calls cut out' 'voice quality is terrible' 'echoing' 'people can't hear me' 'call drops every time'. Distinct from service outage — intermittent quality issue.",Negative,All,TBD,TBD,Network Engineering
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Wireless / Mobile Service Quality,Customer feedback about wireless phone service signal reliability dropped calls or mobile service performance.,Wireless Service Positive / Good Reception,"Customer is satisfied with wireless service quality or reception. Include: 'great service' 'never have issues' 'good reception' 'service is reliable' 'always have bars' 'love my phone service' 'never drops calls' 'crystal clear calls'. Retention signal.",Positive,All,TBD,TBD,Product Marketing
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Coverage & Signal,Customer feedback about wireless coverage area signal strength or availability in specific locations.,Poor Coverage / No Signal in Area,"Customer reports poor signal or no coverage in their area home or workplace. Include: 'poor coverage' 'bad signal' 'no signal' 'coverage issue' 'falta de la senal' 'no bars' 'weak signal' 'no coverage at my house' 'dead zone' 'can't get signal at work'. Geographic signal for network planning — track by ZIP.",Negative,All,75,0.1%,Network Planning
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Coverage & Signal,Customer feedback about wireless coverage area signal strength or availability in specific locations.,Coverage Has Degraded / Used to Be Better,"Customer reports coverage worsening over time in their area — previously good service now poor. Include: 'used to have great service' 'coverage got worse' 'signal used to be fine' 'deteriorated' 'wasn't like this before' 'went downhill' 'service was better last year'. Network change impact signal — more actionable than general poor coverage.",Negative,All,TBD,TBD,Network Planning / Engineering
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Coverage & Signal,Customer feedback about wireless coverage area signal strength or availability in specific locations.,Coverage Map Inaccurate / Promised Coverage Not Delivered,"Customer states AT&T coverage map showed coverage in their area but actual experience doesn't match. Include: 'map says I have coverage but I don't' 'coverage map is wrong' 'was told I'd have coverage' 'signed up because map showed coverage' 'map is inaccurate'. Sales/marketing accountability — potential compliance issue.",Negative,All,TBD,TBD,Network Planning / Marketing
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Device & Equipment,Customer feedback about physical devices equipment modems routers gateways or hardware provided by AT&T.,Device / Equipment / Hardware Issue,"Customer mentions a device modem router gateway or hardware problem. Include: 'need new modem' 'router issue' 'equipment problem' 'modem' 'my modem lite is off' 'need a new router' 'Wi-Fi keeps dropping' 'gateway not working' 'box is broken' 'device is defective'. Separate from service outage — hardware failure.",Negative,All,180,0.2%,Technical Support
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Device & Equipment,Customer feedback about physical devices equipment modems routers gateways or hardware provided by AT&T.,Equipment Is Outdated / Needs Replacement,"Customer reports their AT&T-provided equipment is old outdated or needs upgrading. Include: 'old modem' 'need a newer router' 'equipment is ancient' 'outdated gateway' 'when do I get new equipment' 'still have the old box' 'need an upgrade on the router'. Equipment refresh cycle signal.",Negative,All,TBD,TBD,Equipment / Product Management
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Device & Equipment,Customer feedback about physical devices equipment modems routers gateways or hardware provided by AT&T.,Phone / Device Is Defective / Not Working Properly,"Customer's phone or mobile device itself has a hardware or software defect. Include: 'phone is defective' 'screen keeps freezing' 'phone won't charge' 'battery dies fast' 'phone is glitchy' 'device keeps restarting' 'my phone is broken' 'screen cracked on its own'. Device warranty/replacement signal — distinct from service issues.",Negative,Retail | National Retail,TBD,TBD,Device Support / Warranty
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Device & Equipment,Customer feedback about physical devices equipment modems routers gateways or hardware provided by AT&T.,Replacement Device / Equipment Swap Positive,"Customer had a positive experience getting a replacement device or equipment swap. Include: 'got a new modem and it's great' 'replacement phone works perfectly' 'new router fixed everything' 'glad they swapped it out' 'new equipment works much better'. Resolution success signal.",Positive,All,TBD,TBD,Technical Support
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Fiber & New Technology,Customer feedback about fiber optic service availability 5G technology or new infrastructure offerings.,Fiber Not Available / Request for Fiber,"Customer requests fiber or reports it is unavailable in their area. Include: 'cannot get fiber' 'need fiber in area' 'fiber optic internet' 'the new fiber' 'wish there was fiber' 'when will fiber come to my area' 'want AT&T Fiber' 'still on DSL want fiber'. Infrastructure investment signal — demand mapping.",Neutral,All,90,0.1%,Network Planning
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Fiber & New Technology,Customer feedback about fiber optic service availability 5G technology or new infrastructure offerings.,Fiber Service Positive / Love Fiber,"Customer has fiber and is satisfied with its performance. Include: 'love fiber' 'fiber is amazing' 'so fast' 'best internet I've had' 'fiber is worth it' 'glad I got fiber' 'night and day difference'. Retention signal — track for fiber expansion ROI.",Positive,All,TBD,TBD,Product Marketing
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Fiber & New Technology,Customer feedback about fiber optic service availability 5G technology or new infrastructure offerings.,5G Expectations / Request for 5G,"Customer mentions 5G — either requesting it availability questions or commenting on 5G experience. Include: '5G' 'to get 5G' 'when is 5G coming' 'need 5G in my area' '5G isn't faster' '5G coverage' 'thought 5G would be better'. Technology roadmap signal — track sentiment.",Neutral,All,55,0.1%,Product Management / Network
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Data & Throttling,Customer experience with data limits throttling deprioritization or data usage concerns on wireless plans.,Data Throttled / Slowed Down,"Customer reports their data being throttled or speeds reduced after hitting a limit. Include: 'data was throttled' 'slowed my data' 'speeds reduced' 'deprioritized' 'data cap hit and now it's slow' 'throttled my service' 'internet slowed after using too much' 'can barely load anything after cap'. Policy/plan design signal.",Negative,All,TBD,TBD,Product / Pricing Strategy
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Data & Throttling,Customer experience with data limits throttling deprioritization or data usage concerns on wireless plans.,Data Usage Unclear / Unexpected Overage,"Customer confused about data usage doesn't understand how they used their data or received unexpected overage charges. Include: 'don't understand my data usage' 'how did I use that much' 'unexpected data charge' 'overage fee' 'didn't know I went over' 'data used up too fast'. Education/transparency opportunity.",Negative,All,TBD,TBD,Product / Billing Transparency
Product,Feedback about the quality reliability or performance of AT&T's wireless internet or other products and services — the actual product experience distinct from the service interaction.,Data & Throttling,Customer experience with data limits throttling deprioritization or data usage concerns on wireless plans.,Wants Unlimited / More Data,"Customer requests an unlimited plan or more data allocation. Include: 'need unlimited data' 'want more data' 'need a bigger data plan' 'unlimited would be better' 'keep running out of data' 'hotspot runs out too fast' 'need more hotspot'. Plan migration opportunity.",Neutral,All,TBD,TBD,Product / Retention
