Category,Category_Definition,Topic,Topic_Definition,Sub_Topic,Sub_Topic_Definition,Polarity,Survey_Channel,Est_Count,Est_Pct,Actionable_Owner
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Billing Errors & Disputes,Customer reports incorrect charges unauthorized charges or billing discrepancies that need correction.,Charged After Cancellation,"Customer reports being charged for services after they canceled. Include: 'still being charged after I canceled' 'canceled but still getting billed' 'why am I still being charged' 'billed after disconnection' 'charged for service I don't have anymore' 'still charging me'. Compliance/legal signal — retention failure aftermath.",Negative,All,110,0.1%,Billing Operations / Legal
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Promotions & Discounts,Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.,Request for Discount / Better Deal / Promotion,"Customer requests a discount better promotion or loyalty deal. Include: 'better prices' 'lower your rates' 'get me a discount' 'cheaper phone bill' 'better promotions' 'offer more discounts' 'cheaper phone rates' 'loyalty discount' 'what deals do you have' 'any promotions available'. Track for win-back/retention opportunities.",Negative,All,210,0.2%,Marketing / Retention
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Promotions & Discounts,Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.,Promotion / Discount Was Applied Successfully,"Customer confirms a promotion discount or deal was successfully applied to their account. Include: 'got a great deal' 'discount was applied' 'love my new plan price' 'promotion is working' 'happy with the savings' 'got the deal they promised'. Retention success signal.",Positive,All,160,0.2%,Marketing / Retention
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Promotions & Discounts,Customer feedback about promotions deals discounts loyalty offers or requests for better pricing.,Promotion Not Honored / Discount Not Applied,"Customer was promised a promotion or discount that was never applied or was removed. Include: 'promotion wasn't applied' 'discount didn't show' 'was promised a deal and didn't get it' 'promotional credit missing' 'where is my discount' 'said I'd get $10 off and I didn't' 'deal was never applied'. Trust violation — overlaps with broken promise.",Negative,All,175,0.2%,Billing Operations / Sales QA
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Hidden Fees & Unexpected Charges,Customer discovers charges they were not informed about — activation fees surcharges administrative fees or other line items that feel hidden or deceptive.,Hidden Fees / Unexpected Charges on Bill,"Customer discovered charges they weren't told about — feels blindsided by line items. Include: 'hidden fees' 'didn't know about these charges' 'surprise charges' 'fees I wasn't told about' 'what are all these fees' 'administrative fee' 'wasn't told about activation fee' 'snuck in charges' 'fine print fees'. Trust erosion — transparency failure.",Negative,All,195,0.2%,Pricing / Billing Transparency
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Hidden Fees & Unexpected Charges,Customer discovers charges they were not informed about — activation fees surcharges administrative fees or other line items that feel hidden or deceptive.,Activation / Upgrade Fee Complaint,"Customer specifically complains about activation fees upgrade fees or restocking fees. Include: 'activation fee is ridiculous' 'why do I have to pay to upgrade' 'upgrade fee' '$35 activation fee' 'restocking fee' 'fee to switch phones' 'charged me to activate'. Distinct from general hidden fees — specific fee type for policy review.",Negative,Retail | National Retail,TBD,TBD,Pricing Policy / Retail
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Device Payment & Installment Plan,Customer feedback about device payment plans installment agreements and monthly device charges.,Device Payment Plan Is Too Expensive,"Customer feels device payment is too high or total cost of phone over installments is excessive. Include: 'phone payment is too much' 'paying too much for this phone' 'device cost is ridiculous' 'monthly phone payment too high' 'can't afford the phone payment' '$40/month for a phone is crazy'. Track for device pricing strategy.",Negative,All,TBD,TBD,Device Pricing / Strategy
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Device Payment & Installment Plan,Customer feedback about device payment plans installment agreements and monthly device charges.,Device Payoff / Early Upgrade Confusion,"Customer is confused about device payoff balance remaining payments or early upgrade eligibility. Include: 'how much do I owe on my phone' 'when can I upgrade' 'confused about payoff' 'didn't know I still owed' 'can't upgrade because of balance' 'installment wasn't explained' 'thought my phone was paid off'. Knowledge gap — education opportunity.",Negative,All,TBD,TBD,Billing / Training
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Device Payment & Installment Plan,Customer feedback about device payment plans installment agreements and monthly device charges.,Trade-In Credit Not Applied / Less Than Promised,"Customer's device trade-in promotional credit was not applied or is less than what was promised at point of sale. Include: 'trade-in credit never showed' 'was told $800 credit only got $200' 'promotional credits not applying' 'where are my trade-in credits' 'credit was supposed to be monthly' 'trade value was wrong'. HIGH volume complaint — BOGO and trade promo related.",Negative,All,TBD,TBD,Billing / Promotions / Sales QA
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Cancellation Threat Due to Cost,Customer explicitly links high cost to cancellation or switching intent — pricing is the stated reason for potential churn.,Leaving / Canceling Due to Cost,"Customer states they are leaving or canceling specifically because of price. Include: 'going to Verizon because too expensive' 'leaving AT&T too expensive' 'I'm canceling bill too high' 'switching because cheaper elsewhere' 'T-Mobile is cheaper' 'can't afford AT&T anymore' 'leaving for a cheaper carrier'. Churn risk + pricing signal — flag for retention intervention.",Negative,All,95,0.1%,Retention
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Cancellation Threat Due to Cost,Customer explicitly links high cost to cancellation or switching intent — pricing is the stated reason for potential churn.,Competitor Pricing Comparison,"Customer specifically compares AT&T pricing unfavorably to a named competitor. Include: 'Verizon is cheaper' 'T-Mobile offers more for less' 'Xfinity has better prices' 'competitor has same service for $30 less' 'why is AT&T more expensive than everyone else' 'same plan is cheaper at T-Mobile'. Competitive intelligence signal.",Negative,All,TBD,TBD,Competitive Intel / Pricing
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Payment Process & Autopay,Customer experience with making payments setting up autopay or managing payment methods.,Autopay Discount / Paperless Positive,"Customer appreciates the autopay or paperless discount and mentions it positively. Include: 'love the autopay discount' 'glad I get discount for autopay' 'paperless saves me money' 'autopay is convenient and saves'. Adoption signal.",Positive,All,TBD,TBD,Billing / Digital
Pricing,Feedback about cost pricing fees billing charges or the perceived value of AT&T products and services.,Payment Process & Autopay,Customer experience with making payments setting up autopay or managing payment methods.,Autopay Issues / Payment Failed / Late Fee,"Customer had problems with autopay processing payment failure or received an unexpected late fee. Include: 'autopay didn't work' 'payment failed' 'charged a late fee' 'autopay took wrong amount' 'payment didn't go through' 'late fee even though I have autopay' 'autopay charged early'. System reliability issue.",Negative,All,TBD,TBD,Billing Systems / Operations
