Category,Category_Definition,Topic,Topic_Definition,Sub_Topic,Sub_Topic_Definition,Polarity,Survey_Channel,Est_Count,Est_Pct,Actionable_Owner
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Patience & Thoroughness,Whether the rep took adequate time listened carefully and was thorough in their approach.,Rep Was Patient,"Customer explicitly mentions patience or taking time. Include: 'very patient' 'he was patient' 'so patient' 'patient with me' 'took her time' 'took time to explain' 'patient person' 'never rushed me' 'gave me all the time I needed'. Strong satisfaction driver especially for elderly or non-technical customers.",Positive,All,3200,3.7%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Patience & Thoroughness,Whether the rep took adequate time listened carefully and was thorough in their approach.,Rep Was Thorough / Detailed,"Rep gave thorough explanation was detail-oriented or reviewed everything completely. Include: 'very thorough' 'explained everything' 'went through everything' 'detailed' 'thorough walkthrough' 'covered all my questions' 'left no stone unturned' 'made sure I understood'. Combine with knowledgeable for training signal.",Positive,All,1400,1.6%,Training
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Patience & Thoroughness,Whether the rep took adequate time listened carefully and was thorough in their approach.,Rep Was Impatient / Rushed,"Rep rushed the customer was impatient or made them feel hurried. Include: 'too fast' 'rushed me' 'didn't take time' 'felt hurried' 'was not patient' 'wanted to get me off the phone' 'seemed like they were in a rush' 'cut me short' 'didn't let me finish'. Exclude dismissive/rude (separate sub-topic).",Negative,All,95,0.1%,QA / Coaching
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Communication Clarity,How clearly the rep communicated â€” language clarity comprehension and ability to explain complex topics simply.,Rep Communicated Clearly / Easy to Understand,"Customer praised rep's communication clarity or ability to explain. Include: 'clear explanation' 'easy to understand' 'well explained' 'communicated well' 'clear and concise' 'easy to talk to' 'bueno y claro' 'broke it down for me' 'made it simple' 'explained in plain language'. Track for bilingual/accent monitoring.",Positive,All,1100,1.3%,Training
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Communication Clarity,How clearly the rep communicated â€” language clarity comprehension and ability to explain complex topics simply.,Language / Communication Barrier,"Customer had difficulty understanding rep due to language accent or unclear speech. Include: 'hard to understand' 'couldn't understand' 'language barrier' 'accent was strong' 'speak clear English' 'speak English' 'can't understand him' 'heavy accent' 'broken English' 'mumbling'. Note: classify carefully â€” do NOT apply if customer is non-English speaking themselves.",Negative,Care,210,0.2%,Workforce / Routing
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Communication Clarity,How clearly the rep communicated â€” language clarity comprehension and ability to explain complex topics simply.,Request for US-Based / English-Speaking Rep,"Customer explicitly requests domestic agents or English-speaking reps as a preference statement. Include: 'get some Americans' 'don't outsource' 'use local people' 'quit outsourcing' 'proper English' 'get correct answers' 'use American workers' 'bring jobs back'. Policy/ops signal â€” distinct from communication barrier by being a request rather than describing an experience.",Negative,Care,120,0.1%,Operations / Workforce
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Communication Clarity,How clearly the rep communicated â€” language clarity comprehension and ability to explain complex topics simply.,Rep Did Not Explain / Left Customer Confused,"Rep failed to explain what was done what to expect next or left the customer without understanding. Include: 'didn't explain anything' 'left me confused' 'no explanation' 'didn't tell me what to expect' 'I don't know what happened' 'never explained the charges' 'still don't understand what was done'. Signals process/communication gap.",Negative,All,180,0.2%,Training / Process Design
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Empathy & Emotional Ownership,Whether the rep demonstrated genuine understanding of the customer's frustration situation or emotional state and took emotional ownership of the experience.,Rep Showed Empathy / Understanding,"Customer felt the rep genuinely understood their frustration or situation. Include: 'understood my frustration' 'showed empathy' 'could tell she cared' 'understood my situation' 'made me feel heard' 'genuinely concerned' 'sympathetic' 'actually cared' 'took my concern seriously'. Distinct from patience â€” empathy is emotional acknowledgment not time spent.",Positive,All,1800,2.1%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Empathy & Emotional Ownership,Whether the rep demonstrated genuine understanding of the customer's frustration situation or emotional state and took emotional ownership of the experience.,Rep Lacked Empathy / Did Not Acknowledge Frustration,"Rep showed no concern for the customer's emotional state or dismissed their frustration. Include: 'didn't care' 'no empathy' 'cold' 'couldn't care less' 'didn't acknowledge my frustration' 'no compassion' 'indifferent' 'treated me like a number' 'felt like I was bothering them'. Distinct from dismissive (Attitude) â€” this is absence of emotional connection specifically.",Negative,All,195,0.2%,QA / Coaching
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Empathy & Emotional Ownership,Whether the rep demonstrated genuine understanding of the customer's frustration situation or emotional state and took emotional ownership of the experience.,Rep Apologized / Took Emotional Ownership,"Rep apologized for the issue or experience and took emotional ownership even if they did not cause it. Include: 'apologized' 'said sorry' 'took responsibility' 'owned the mistake' 'acknowledged the error' 'admitted the issue' 'took the blame' 'said it shouldn't have happened'. Signals service recovery behavior.",Positive,All,680,0.8%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Empathy & Emotional Ownership,Whether the rep demonstrated genuine understanding of the customer's frustration situation or emotional state and took emotional ownership of the experience.,Rep Did Not Apologize / Deflected Blame,"Rep refused to apologize deflected blame to the customer or another department or made excuses. Include: 'no apology' 'blamed me' 'said it wasn't their fault' 'wouldn't take responsibility' 'passed the blame' 'deflected' 'made excuses' 'said nothing they could do'. Escalation risk â€” distinct from broken promise (Accountability).",Negative,All,145,0.2%,QA / Coaching
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Accountability & Follow-Through,Whether the rep did what they said they would do â€” kept promises followed up and took ownership of the resolution path.,Rep Followed Through on Promises,"Customer confirms the rep did what they said they would â€” called back applied credit completed action etc. Include: 'did exactly what they said' 'followed through' 'kept their word' 'called me back like they said' 'credit appeared' 'followed up' 'delivered on promise'. Strong trust-building signal.",Positive,All,890,1.0%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Accountability & Follow-Through,Whether the rep did what they said they would do â€” kept promises followed up and took ownership of the resolution path.,Rep Did Not Follow Through / Broken Promise,"Rep promised something and did not deliver â€” no callback no credit no resolution. Include: 'never called back' 'lied about callback' 'said they'd fix it and didn't' 'broken promise' 'never did what they said' 'promised a credit never got it' 'said they would call back' 'no follow up'. HIGH churn risk â€” trust violation.",Negative,All,340,0.4%,QA / Operations
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Accountability & Follow-Through,Whether the rep did what they said they would do â€” kept promises followed up and took ownership of the resolution path.,Rep Took Ownership of the Issue,"Rep took personal ownership of the problem and drove it to resolution rather than deflecting. Include: 'took ownership' 'made it their problem' 'personally handled it' 'didn't pass me off' 'stayed with me until resolved' 'owned it from start to finish' 'took charge'. Distinct from empathy â€” this is action-oriented ownership.",Positive,All,720,0.8%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Accountability & Follow-Through,Whether the rep did what they said they would do â€” kept promises followed up and took ownership of the resolution path.,Rep Passed the Buck / No Ownership,"Rep refused to own the problem sent customer elsewhere or said 'not my department'. Include: 'not my department' 'passed me off' 'no one takes ownership' 'just kept transferring' 'no one wanted to help' 'everyone points fingers' 'shuffled around' 'buck passing'. Overlaps with too many transfers but focuses on ownership refusal.",Negative,All,210,0.2%,Operations / QA
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Recognition & Retention,Customer expresses desire to formally recognize or retain a specific rep.,Give Rep a Raise / Promotion,"Customer recommends rep for raise promotion or special recognition. Include: 'give her a raise' 'give him a raise' 'give him a promotion' 'keep her' 'he's a keeper' 'she's a keeper' 'she's a superstar' 'she deserves a raise' 'promote her' 'best employee you have' 'employee of the month'. High satisfaction signal â€” retention opportunity.",Positive,All,890,1.0%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Recognition & Retention,Customer expresses desire to formally recognize or retain a specific rep.,Rep Named Specifically (Positive Mention),"Customer names a specific rep positively without raise/promotion language. Include: 'John was great' 'Maria was excellent' 'Sam was helpful' '[Name] did a great job' '[Name] is amazing'. Use for individual rep performance tracking. Extract name for supervisor recognition.",Positive,All,8500,9.8%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Recognition & Retention,Customer expresses desire to formally recognize or retain a specific rep.,Rep Named Specifically (Negative Mention),"Customer names a specific rep negatively â€” complaint directed at an individual. Include: '[Name] was terrible' '[Name] was rude' '[Name] didn't help at all' 'fire [Name]' '[Name] needs training'. Use for individual coaching identification. Handle with HR sensitivity.",Negative,All,280,0.3%,QA / HR
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Overall Rep Satisfaction,Holistic satisfaction or dissatisfaction with the rep not attributed to a specific behavior â€” use only when no specific behavior sub-topic applies.,Rep Overall Positive (General Praise),"General praise for the rep without a specific behavior anchor. Include: 'she was great' 'he was amazing' 'awesome rep' 'wonderful person' 'excellent employee' 'great service' 'she's awesome' 'he was fantastic' 'A+' '10 out of 10' 'couldn't ask for better'. ONLY use when no specific behavior sub-topic applies â€” prefer specific sub-topics.",Positive,All,15200,17.5%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Overall Rep Satisfaction,Holistic satisfaction or dissatisfaction with the rep not attributed to a specific behavior â€” use only when no specific behavior sub-topic applies.,Rep Overall Negative (General Dissatisfaction),"General negative about rep without specific behavior identifiable. Include: 'bad experience' 'total failure' 'horrible' 'waste of time' 'terrible rep' 'worst rep' 'awful experience' '0 stars' 'absolutely terrible'. Prefer specific sub-topics when behavior is identifiable â€” this is a catch-all.",Negative,All,380,0.4%,QA / Coaching
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Store Greeting & Initial Engagement,Whether the customer was acknowledged promptly upon entering the store and made to feel welcome.,Customer Was Greeted Promptly / Felt Welcomed,"Customer was greeted quickly upon arrival or felt immediately welcomed. Include: 'greeted right away' 'someone came up to me immediately' 'felt welcome' 'warm greeting' 'checked in right away' 'friendly welcome' 'acknowledged as soon as I walked in' 'signed me in quickly'. Strong first-impression driver for retail NPS.",Positive,Retail | National Retail,TBD,TBD,Retail Operations
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Store Greeting & Initial Engagement,Whether the customer was acknowledged promptly upon entering the store and made to feel welcome.,Customer Was Ignored / Not Acknowledged,"Customer was not greeted or felt invisible upon entering the store. Include: 'no one greeted me' 'waited and no one came' 'felt ignored' 'walked in and no one said anything' 'stood there and no one acknowledged me' 'had to find someone myself' 'no one looked up'. Key retail CX failure point â€” signals understaffing or culture issue.",Negative,Retail | National Retail,TBD,TBD,Retail Operations / Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Store Wait & Queue Experience,Time spent waiting in the store before being helped â€” includes check-in queue walk-in wait and appointment timeliness.,Wait in Store Was Short / Seen Quickly,"Customer was helped quickly or wait time was acceptable. Include: 'didn't wait long' 'seen right away' 'quick check-in' 'no wait' 'in and out' 'was seen immediately' 'barely waited' 'fast service in store'. Positive operational signal.",Positive,Retail | National Retail,TBD,TBD,Retail Operations
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Store Wait & Queue Experience,Time spent waiting in the store before being helped â€” includes check-in queue walk-in wait and appointment timeliness.,Wait in Store Was Too Long,"Customer waited too long before being helped. Include: 'waited over an hour' 'long wait in store' 'took forever' 'waited 45 minutes' 'too long a wait' 'ridiculous wait time' 'sat there for an hour' 'wait was unacceptable' 'left because of the wait'. Primary retail detractor â€” staffing signal.",Negative,Retail | National Retail,TBD,TBD,Retail Operations / Staffing
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Store Wait & Queue Experience,Time spent waiting in the store before being helped â€” includes check-in queue walk-in wait and appointment timeliness.,Appointment Was Honored / On Time,"Customer had an appointment and was seen at or near the scheduled time. Include: 'my appointment was on time' 'seen at my scheduled time' 'appointment went smoothly' 'glad I made an appointment' 'checked in for my appointment and was seen right away'. Track appointment adherence rate.",Positive,Retail | National Retail,TBD,TBD,Retail Operations
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Store Wait & Queue Experience,Time spent waiting in the store before being helped â€” includes check-in queue walk-in wait and appointment timeliness.,Appointment Was Not Honored / Still Waited,"Customer had an appointment but still waited a long time or appointment was not respected. Include: 'had an appointment and still waited' 'appointment meant nothing' 'made an appointment for nothing' 'appointment wasn't honored' 'scheduled and still had to wait 30 minutes'. Signals process failure â€” appointment system not delivering on promise.",Negative,Retail | National Retail,TBD,TBD,Retail Operations / Process
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Store Environment & Atmosphere,The physical store environment â€” cleanliness organization ambiance comfort staffing levels and overall appearance.,Store Was Clean / Welcoming / Well Organized,"Customer positively comments on the physical store environment. Include: 'nice store' 'clean store' 'well organized' 'great atmosphere' 'store looked good' 'comfortable environment' 'modern store' 'beautiful location' 'inviting'. Track for facilities and brand perception.",Positive,Retail | National Retail,TBD,TBD,Retail Facilities
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Store Environment & Atmosphere,The physical store environment â€” cleanliness organization ambiance comfort staffing levels and overall appearance.,Store Was Understaffed,"Customer observed or experienced understaffing â€” too few associates for demand. Include: 'not enough people working' 'understaffed' 'only one person working' 'need more employees' 'too busy not enough staff' 'store was packed with no help' 'short staffed'. Directly causes long wait â€” operational signal.",Negative,Retail | National Retail,TBD,TBD,Retail Staffing / HR
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Store Environment & Atmosphere,The physical store environment â€” cleanliness organization ambiance comfort staffing levels and overall appearance.,Store Was Dirty / Disorganized / Uncomfortable,"Customer negatively comments on physical store condition. Include: 'store was dirty' 'messy' 'disorganized' 'too hot' 'too cold' 'cramped' 'run down' 'needs renovation' 'broken displays' 'uncomfortable chairs'. Low frequency but brand impact.",Negative,Retail | National Retail,TBD,TBD,Retail Facilities
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Device Expertise & Demo Quality,How well the store associate demonstrated devices explained features and helped the customer choose the right product.,Associate Demonstrated Device Well / Good Product Guidance,"Associate showed strong device knowledge gave good demos or helped customer choose right device. Include: 'showed me how to use it' 'great demo' 'helped me pick the right phone' 'knew the devices well' 'explained the differences between phones' 'walked me through features' 'set up my phone perfectly'. Retail-specific knowledge signal.",Positive,Retail | National Retail,TBD,TBD,Retail Training
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Device Expertise & Demo Quality,How well the store associate demonstrated devices explained features and helped the customer choose the right product.,Associate Lacked Device Knowledge / Poor Guidance,"Associate could not answer device questions gave poor recommendations or struggled with setup. Include: 'didn't know the phone' 'couldn't answer my questions about the device' 'no idea how to set it up' 'recommended the wrong phone' 'didn't know features' 'couldn't help with my phone'. Training gap signal.",Negative,Retail | National Retail,TBD,TBD,Retail Training
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Trade-In & Upgrade Experience,The customer's experience with device trade-in valuation and the upgrade process in store.,Trade-In / Upgrade Was Smooth / Well Explained,"Customer had a positive trade-in or upgrade experience in store. Include: 'easy trade-in' 'upgrade was simple' 'smooth upgrade process' 'explained my trade-in value' 'quick upgrade' 'got a great deal on my trade' 'new phone set up perfectly'. Track for retail process optimization.",Positive,Retail | National Retail,TBD,TBD,Retail Operations
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Trade-In & Upgrade Experience,The customer's experience with device trade-in valuation and the upgrade process in store.,Trade-In Value Was Disappointing / Poorly Explained,"Customer was unhappy with trade-in value or the trade-in process was confusing. Include: 'trade-in value was too low' 'didn't explain the trade-in' 'phone was worth more' 'felt ripped off on trade' 'confusing upgrade process' 'didn't get what I was promised for my old phone' 'trade value was a joke'. Pricing/policy overlap â€” track for competitive positioning.",Negative,Retail | National Retail,TBD,TBD,Retail Operations / Pricing
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Trade-In & Upgrade Experience,The customer's experience with device trade-in valuation and the upgrade process in store.,Upgrade Process Was Confusing / Took Too Long,"The upgrade transaction itself was overly complicated lengthy or frustrating. Include: 'took 3 hours to upgrade' 'upgrade took forever' 'so complicated just to get a new phone' 'way too long for an upgrade' 'should not take this long' 'been here 2 hours for an upgrade'. Process friction signal distinct from trade-in value complaints.",Negative,Retail | National Retail,TBD,TBD,Retail Process / IT Systems
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,National Retail Channel Experience,Experience specific to purchasing or servicing AT&T products at national retailers like Best Buy Walmart Sam's Club or Costco.,AT&T Rep at National Retailer Was Knowledgeable / Helpful,"Customer had positive experience with AT&T representative stationed at a national retailer. Include: 'the AT&T guy at Best Buy was great' 'Walmart AT&T rep helped me' 'the rep at Costco knew everything' 'Sam's Club AT&T person was awesome'. Track for national retail partner performance.",Positive,National Retail,TBD,TBD,National Retail Partnerships
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,National Retail Channel Experience,Experience specific to purchasing or servicing AT&T products at national retailers like Best Buy Walmart Sam's Club or Costco.,AT&T Section Unstaffed / No One Available at National Retailer,"Customer went to national retailer for AT&T but no AT&T rep was available or section was empty. Include: 'no AT&T person there' 'AT&T booth was empty' 'no one at the AT&T counter' 'had to come back because no rep' 'AT&T section unmanned' 'no representative available'. Staffing/scheduling gap at partner locations.",Negative,National Retail,TBD,TBD,National Retail Partnerships / Staffing
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,National Retail Channel Experience,Experience specific to purchasing or servicing AT&T products at national retailers like Best Buy Walmart Sam's Club or Costco.,Activation / Setup Issues at National Retailer,"Customer experienced problems with device activation or account setup done at a national retailer. Include: 'phone wasn't activated right at Best Buy' 'setup from Walmart was wrong' 'had issues after buying at Costco' 'national retailer messed up my plan' 'problems from day one after buying at Sam's'. Track for partner quality control.",Negative,National Retail,TBD,TBD,National Retail Partnerships / QA
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,IHE Setup & Onboarding Assistance,How well the In-Home Expert helped the customer set up devices configure apps connect equipment and feel confident using their new services.,IHE Helped Set Up Devices / Apps / Connectivity Successfully,"In-Home Expert successfully helped customer set up phones TVs apps WiFi or other devices. Include: 'set up my phone' 'connected all my devices' 'got everything working' 'helped with my TV setup' 'showed me how to use the app' 'connected my WiFi' 'set up my streaming' 'configured everything' 'got me all set up'. Primary IHE value-add signal.",Positive,IHE,TBD,TBD,IHE Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,IHE Setup & Onboarding Assistance,How well the In-Home Expert helped the customer set up devices configure apps connect equipment and feel confident using their new services.,IHE Did Not Complete Setup / Left Issues Unresolved,"In-Home Expert left before completing setup or devices were not working after the visit. Include: 'didn't finish setting up' 'left and things don't work' 'TV still not connected' 'WiFi not working after they left' 'didn't set up all my devices' 'left before everything was done' 'some devices not connected'. Service delivery failure.",Negative,IHE,TBD,TBD,IHE Management / QA
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,IHE Setup & Onboarding Assistance,How well the In-Home Expert helped the customer set up devices configure apps connect equipment and feel confident using their new services.,IHE Explained Services / Left Customer Confident,"IHE took time to explain how services work and customer felt confident after the visit. Include: 'explained everything' 'showed me how everything works' 'I feel confident now' 'walked me through it all' 'took time to teach me' 'made sure I understood' 'great tutorial' 'answered all my questions about the service'. Onboarding quality signal.",Positive,IHE,TBD,TBD,IHE Management
