Category,Category_Definition,Topic,Topic_Definition,Sub_Topic,Sub_Topic_Definition,Polarity,Survey_Channel,Est_Count,Est_Pct,Actionable_Owner
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Knowledge & Accuracy,How well the rep understood the product gave accurate information and demonstrated expertise.,Inconsistent Information Across Reps,"Customer reports getting different answers from different reps creating confusion. Include: 'every rep tells me something different' 'got different info each time' 'one rep said X another said Y' 'conflicting information' 'no one is on the same page' 'inconsistent answers'. Signals systemic knowledge base or training issue.",Negative,All,165,0.2%,Training / Knowledge Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Patience & Thoroughness,Whether the rep took adequate time listened carefully and was thorough in their approach.,Rep Was Patient,"Customer explicitly mentions patience or taking time. Include: 'very patient' 'he was patient' 'so patient' 'patient with me' 'took her time' 'took time to explain' 'patient person' 'never rushed me' 'gave me all the time I needed'. Strong satisfaction driver especially for elderly or non-technical customers.",Positive,All,3200,3.7%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Patience & Thoroughness,Whether the rep took adequate time listened carefully and was thorough in their approach.,Rep Was Thorough / Detailed,"Rep gave thorough explanation was detail-oriented or reviewed everything completely. Include: 'very thorough' 'explained everything' 'went through everything' 'detailed' 'thorough walkthrough' 'covered all my questions' 'left no stone unturned' 'made sure I understood'. Combine with knowledgeable for training signal.",Positive,All,1400,1.6%,Training
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Patience & Thoroughness,Whether the rep took adequate time listened carefully and was thorough in their approach.,Rep Was Impatient / Rushed,"Rep rushed the customer was impatient or made them feel hurried. Include: 'too fast' 'rushed me' 'didn't take time' 'felt hurried' 'was not patient' 'wanted to get me off the phone' 'seemed like they were in a rush' 'cut me short' 'didn't let me finish'. Exclude dismissive/rude (separate sub-topic).",Negative,All,95,0.1%,QA / Coaching
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Communication Clarity,How clearly the rep communicated — language clarity comprehension and ability to explain complex topics simply.,Rep Communicated Clearly / Easy to Understand,"Customer praised rep's communication clarity or ability to explain. Include: 'clear explanation' 'easy to understand' 'well explained' 'communicated well' 'clear and concise' 'easy to talk to' 'bueno y claro' 'broke it down for me' 'made it simple' 'explained in plain language'. Track for bilingual/accent monitoring.",Positive,All,1100,1.3%,Training
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Communication Clarity,How clearly the rep communicated — language clarity comprehension and ability to explain complex topics simply.,Language / Communication Barrier,"Customer had difficulty understanding rep due to language accent or unclear speech. Include: 'hard to understand' 'couldn't understand' 'language barrier' 'accent was strong' 'speak clear English' 'speak English' 'can't understand him' 'heavy accent' 'broken English' 'mumbling'. Note: classify carefully — do NOT apply if customer is non-English speaking themselves.",Negative,Care,210,0.2%,Workforce / Routing
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Communication Clarity,How clearly the rep communicated — language clarity comprehension and ability to explain complex topics simply.,Request for US-Based / English-Speaking Rep,"Customer explicitly requests domestic agents or English-speaking reps as a preference statement. Include: 'get some Americans' 'don't outsource' 'use local people' 'quit outsourcing' 'proper English' 'get correct answers' 'use American workers' 'bring jobs back'. Policy/ops signal — distinct from communication barrier by being a request rather than describing an experience.",Negative,Care,120,0.1%,Operations / Workforce
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Communication Clarity,How clearly the rep communicated — language clarity comprehension and ability to explain complex topics simply.,Rep Did Not Explain / Left Customer Confused,"Rep failed to explain what was done what to expect next or left the customer without understanding. Include: 'didn't explain anything' 'left me confused' 'no explanation' 'didn't tell me what to expect' 'I don't know what happened' 'never explained the charges' 'still don't understand what was done'. Signals process/communication gap.",Negative,All,180,0.2%,Training / Process Design
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Empathy & Emotional Ownership,Whether the rep demonstrated genuine understanding of the customer's frustration situation or emotional state and took emotional ownership of the experience.,Rep Showed Empathy / Understanding,"Customer felt the rep genuinely understood their frustration or situation. Include: 'understood my frustration' 'showed empathy' 'could tell she cared' 'understood my situation' 'made me feel heard' 'genuinely concerned' 'sympathetic' 'actually cared' 'took my concern seriously'. Distinct from patience — empathy is emotional acknowledgment not time spent.",Positive,All,1800,2.1%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Empathy & Emotional Ownership,Whether the rep demonstrated genuine understanding of the customer's frustration situation or emotional state and took emotional ownership of the experience.,Rep Lacked Empathy / Did Not Acknowledge Frustration,"Rep showed no concern for the customer's emotional state or dismissed their frustration. Include: 'didn't care' 'no empathy' 'cold' 'couldn't care less' 'didn't acknowledge my frustration' 'no compassion' 'indifferent' 'treated me like a number' 'felt like I was bothering them'. Distinct from dismissive (Attitude) — this is absence of emotional connection specifically.",Negative,All,195,0.2%,QA / Coaching
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Empathy & Emotional Ownership,Whether the rep demonstrated genuine understanding of the customer's frustration situation or emotional state and took emotional ownership of the experience.,Rep Apologized / Took Emotional Ownership,"Rep apologized for the issue or experience and took emotional ownership even if they did not cause it. Include: 'apologized' 'said sorry' 'took responsibility' 'owned the mistake' 'acknowledged the error' 'admitted the issue' 'took the blame' 'said it shouldn't have happened'. Signals service recovery behavior.",Positive,All,680,0.8%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Empathy & Emotional Ownership,Whether the rep demonstrated genuine understanding of the customer's frustration situation or emotional state and took emotional ownership of the experience.,Rep Did Not Apologize / Deflected Blame,"Rep refused to apologize deflected blame to the customer or another department or made excuses. Include: 'no apology' 'blamed me' 'said it wasn't their fault' 'wouldn't take responsibility' 'passed the blame' 'deflected' 'made excuses' 'said nothing they could do'. Escalation risk — distinct from broken promise (Accountability).",Negative,All,145,0.2%,QA / Coaching
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Accountability & Follow-Through,Whether the rep did what they said they would do — kept promises followed up and took ownership of the resolution path.,Rep Followed Through on Promises,"Customer confirms the rep did what they said they would — called back applied credit completed action etc. Include: 'did exactly what they said' 'followed through' 'kept their word' 'called me back like they said' 'credit appeared' 'followed up' 'delivered on promise'. Strong trust-building signal.",Positive,All,890,1.0%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Accountability & Follow-Through,Whether the rep did what they said they would do — kept promises followed up and took ownership of the resolution path.,Rep Did Not Follow Through / Broken Promise,"Rep promised something and did not deliver — no callback no credit no resolution. Include: 'never called back' 'lied about callback' 'said they'd fix it and didn't' 'broken promise' 'never did what they said' 'promised a credit never got it' 'said they would call back' 'no follow up'. HIGH churn risk — trust violation.",Negative,All,340,0.4%,QA / Operations
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Accountability & Follow-Through,Whether the rep did what they said they would do — kept promises followed up and took ownership of the resolution path.,Rep Took Ownership of the Issue,"Rep took personal ownership of the problem and drove it to resolution rather than deflecting. Include: 'took ownership' 'made it their problem' 'personally handled it' 'didn't pass me off' 'stayed with me until resolved' 'owned it from start to finish' 'took charge'. Distinct from empathy — this is action-oriented ownership.",Positive,All,720,0.8%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Accountability & Follow-Through,Whether the rep did what they said they would do — kept promises followed up and took ownership of the resolution path.,Rep Passed the Buck / No Ownership,"Rep refused to own the problem sent customer elsewhere or said 'not my department'. Include: 'not my department' 'passed me off' 'no one takes ownership' 'just kept transferring' 'no one wanted to help' 'everyone points fingers' 'shuffled around' 'buck passing'. Overlaps with too many transfers but focuses on ownership refusal.",Negative,All,210,0.2%,Operations / QA
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Recognition & Retention,Customer expresses desire to formally recognize or retain a specific rep.,Give Rep a Raise / Promotion,"Customer recommends rep for raise promotion or special recognition. Include: 'give her a raise' 'give him a raise' 'give him a promotion' 'keep her' 'he's a keeper' 'she's a keeper' 'she's a superstar' 'she deserves a raise' 'promote her' 'best employee you have' 'employee of the month'. High satisfaction signal — retention opportunity.",Positive,All,890,1.0%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Recognition & Retention,Customer expresses desire to formally recognize or retain a specific rep.,Rep Named Specifically (Positive Mention),"Customer names a specific rep positively without raise/promotion language. Include: 'John was great' 'Maria was excellent' 'Sam was helpful' '[Name] did a great job' '[Name] is amazing'. Use for individual rep performance tracking. Extract name for supervisor recognition.",Positive,All,8500,9.8%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Rep Recognition & Retention,Customer expresses desire to formally recognize or retain a specific rep.,Rep Named Specifically (Negative Mention),"Customer names a specific rep negatively — complaint directed at an individual. Include: '[Name] was terrible' '[Name] was rude' '[Name] didn't help at all' 'fire [Name]' '[Name] needs training'. Use for individual coaching identification. Handle with HR sensitivity.",Negative,All,280,0.3%,QA / HR
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Overall Rep Satisfaction,Holistic satisfaction or dissatisfaction with the rep not attributed to a specific behavior — use only when no specific behavior sub-topic applies.,Rep Overall Positive (General Praise),"General praise for the rep without a specific behavior anchor. Include: 'she was great' 'he was amazing' 'awesome rep' 'wonderful person' 'excellent employee' 'great service' 'she's awesome' 'he was fantastic' 'A+' '10 out of 10' 'couldn't ask for better'. ONLY use when no specific behavior sub-topic applies — prefer specific sub-topics.",Positive,All,15200,17.5%,Workforce Management
People,Feedback about staff performance behavior and interpersonal interactions with reps agents associates or in-home experts across all service channels.,Overall Rep Satisfaction,Holistic satisfaction or dissatisfaction with the rep not attributed to a specific behavior — use only when no specific behavior sub-topic applies.,Rep Overall Negative (General Dissatisfaction),"General negative about rep without specific behavior identifiable. Include: 'bad experience' 'total failure' 'horrible' 'waste of time' 'terrible rep' 'worst rep' 'awful experience' '0 stars' 'absolutely terrible'. Prefer specific sub-topics when behavior is identifiable — this is a catch-all.",Negative,All,380,0.4%,QA / Coaching
